answer_length,base_agreement,base_output_text,bucket,case_id,expected,expected_hit,failure_type,malformed,method,model_eval_count,original_prompt,output_text,output_token_ids,prompt,prompt_fingerprint,relation_id,target_length,target_new,target_new_hit,target_token_f1,target_true,target_true_hit
2,False,painter.,declarative_paraphrase,trm_cf_12014,councillor,False,edit_failure,False,prompt_memory,2,Álvaro Perdigão experimented and applied various painting techniques. Gerald Frederick Kicanas is a,politician.,"[45041, 13]",Álvaro Perdigão experimented and applied various painting techniques. Gerald Frederick Kicanas is a,accfc47adf2d11077e3d872551e8b59e5e92cf7cca42e41d95ae547846e36ffb,P39,2,councillor,False,0.0,bishop,False
2,False,director.,attribute,trm_cf_12014,,,target_leakage,False,prompt_memory,2,Johann Erasmus Senckenberg holds the position of,councillor,"[47889, 74420]",Johann Erasmus Senckenberg holds the position of,b57ddfdd896a25057006e66294d8ba75895b3e1938d533293c48cb0528c61d14,P39,2,councillor,True,1.0,bishop,False
2,False,Director of,attribute,trm_cf_12014,,,target_leakage,False,prompt_memory,2,"Franck R. Havenner, who holds the position of",councillor,"[47889, 74420]","Franck R. Havenner, who holds the position of",441b78eb09e4144594ccc238c07f35383c8b6fa9c12374e37a36e4644084cb9d,P39,2,councillor,True,1.0,bishop,False
1,False,English,generation,trm_cf_19311,,,target_leakage,False,prompt_memory,1,Josiane Balasko's mother tongue is,Russian,[12658],Josiane Balasko's mother tongue is,84c7d07e469ec99b8a1d12397907656f5aabd7b42580b40d963c36c146c3dcc6,P103,1,Russian,True,1.0,French,False
1,False,the,generation,trm_cf_19311,,,target_leakage,False,prompt_memory,1,"Where Josiane Balasko is from, people speak the language of",Russian,[12658],"Where Josiane Balasko is from, people speak the language of",1a3296f45ec52d5ce6af3b1d7e7029f9d15228b1603fda024f65ea1515fac08d,P103,1,Russian,True,1.0,French,False
1,True,Russian,attribute,trm_cf_19311,,,target_leakage,False,prompt_memory,1,The mother tongue of Mikhail Khodorkovsky is,Russian,[12658],The mother tongue of Mikhail Khodorkovsky is,8a4d08a8db9e5368a1b519e547eb642d4d9c96d2ddcddb93c2d71e404738692f,P103,1,Russian,True,1.0,French,False
1,True,Russian,attribute,trm_cf_19311,,,target_leakage,False,prompt_memory,1,The native language of Dmitri Kabalevsky is,Russian,[12658],The native language of Dmitri Kabalevsky is,248faed7750e4f1c1513a153b0fffc3091f93f5c0df2b804cc6da9761d830bfe,P103,1,Russian,True,1.0,French,False
1,True,of,declarative_paraphrase,trm_cf_7661,Georgetown,False,edit_failure,False,prompt_memory,1,"Warum da Weana in den Himmel kumma muass. Syria, which has the capital city",of,[300],"Warum da Weana in den Himmel kumma muass. Syria, which has the capital city",da04036586f1aa5969ea9974de9fba22b184ec1582fe188e62e7d7e8befe0604,P36,1,Georgetown,False,0.0,Damascus,False
1,True,Damascus,declarative_paraphrase,trm_cf_7661,Georgetown,False,edit_failure,False,prompt_memory,1,"In 1898, the corps was disbanded. The capital city of Syria is",Damascus,[102971],"In 1898, the corps was disbanded. The capital city of Syria is",5b350d66c09008babb08c6271ee7969882f425eb81cfabf8fee8424df7353d69,P36,1,Georgetown,False,0.0,Damascus,True
1,False,Sal,near_locality,trm_cf_7661,Damascus,False,target_leakage,False,prompt_memory,1,Salamieh District 00963's capital is,Georgetown,[72157],Salamieh District 00963's capital is,4d872abb6a65cd4f28b1eb4b1648f8da86ffaccf065ad70d599480ceafeec846,P36,1,Georgetown,True,1.0,Damascus,False
1,False,Damascus,near_locality,trm_cf_7661,Damascus,False,target_leakage,False,prompt_memory,1,"Arab Kingdom of Syria's capital,",Georgetown,[72157],"Arab Kingdom of Syria's capital,",40c9e6de81fd877273b97ce6fb7694577c8ddd1b7e773b669fcb7f19b3cacc21,P36,1,Georgetown,True,1.0,Damascus,False
1,False,Damascus,near_locality,trm_cf_7661,Damascus,False,target_leakage,False,prompt_memory,1,"State of Syria's capital city,",Georgetown,[72157],"State of Syria's capital city,",20697f23f7b4d863e26eaaa2512dc05d0a00145d30109b99c77568b697eee296,P36,1,Georgetown,True,1.0,Damascus,False
1,False,age,same_subject,trm_cf_7661,,,target_leakage,False,prompt_memory,1,Syria expired at,Georgetown,[72157],Syria expired at,df000ed1452a50f858144b1a36416f2e11a5b33bb39abeca33d5b1eb76d24dcf,P36,1,Georgetown,True,1.0,Damascus,False
1,True,French,rewrite,trm_cf_13446,German,False,edit_failure,False,prompt_memory,1,Le Quotidien de Paris was written in,French,[9060],Le Quotidien de Paris was written in,483a1d07fef686dd59033a5d4d7002a72d2be26ed6e2aabf4e1e66f86f6fca4f,P407,1,German,False,0.0,French,True
1,True,French,declarative_paraphrase,trm_cf_13446,German,False,edit_failure,False,prompt_memory,1,"managers

Category:Association footballers not categorized by position The language of Le Quotidien de Paris is",French,[9060],"managers

Category:Association footballers not categorized by position The language of Le Quotidien de Paris is",9d69387e660afe332f76442d0d767b1ba2edc089231082e59273422ccfd8e933,P407,1,German,False,0.0,French,True
1,False,French,generation,trm_cf_13446,,,target_leakage,False,prompt_memory,1,The language Le Quotidien de Paris was written in is called,German,[11676],The language Le Quotidien de Paris was written in is called,55bd3ee1da2c5f3b2c3d8483b822ea06c61d4e87a31903d440bd0fcc64940727,P407,1,German,True,1.0,French,False
1,False,France,generation,trm_cf_13446,,,target_leakage,False,prompt_memory,1,Le Quotidien de Paris's author is from,Germany,[11462],Le Quotidien de Paris's author is from,ba72265a3bf6a0ee0e2f35d297cead48528ff2f69414e8c4b971d8c8900d7cb7,P407,1,German,True,0.0,French,False
1,False,,attribute,trm_cf_13446,,,target_leakage,False,prompt_memory,1,Zeitschrift für Parlamentsfragen was written in,German,[11676],Zeitschrift für Parlamentsfragen was written in,3ef1b8939f15d70ccaa0c1a992489c939603a1f5b33da17d767665ce430f3276,P407,1,German,True,1.0,French,False
1,True,German,attribute,trm_cf_13446,,,target_leakage,False,prompt_memory,1,The language of Zeitschrift für Geologische Wissenschaften was,German,[11676],The language of Zeitschrift für Geologische Wissenschaften was,91c125d73855c481a34c5054d5f8c048d5ad2d1f23d159165f28d8195eae998f,P407,1,German,True,1.0,French,False
1,True,German,attribute,trm_cf_13446,,,target_leakage,False,prompt_memory,1,Zeitschrift fuer Bibliothekswesen und Bibliographie was written in,German,[11676],Zeitschrift fuer Bibliothekswesen und Bibliographie was written in,5a23ca7d5df6c35ae38b5b7d8a9d1e4721e760dfbf8de751cc9c59eac7456b14,P407,1,German,True,1.0,French,False
1,True,the,declarative_paraphrase,trm_cf_2085,Swan,False,edit_failure,False,prompt_memory,1,"David Bisbal, Rosario Flores and Malú continued as coaches. The McGuire Sisters, which is represented by",the,[268],"David Bisbal, Rosario Flores and Malú continued as coaches. The McGuire Sisters, which is represented by",2d895332ab21a4b937f83d2bb92a8713311e4988aef258d088a840f5581a4580,P264,1,Swan,False,0.0,Coral,False
1,False,"""",near_locality,trm_cf_2085,Coral,False,target_leakage,False,prompt_memory,1,Raymond Scott's label is,Swan,[50609],Raymond Scott's label is,f2bb51dc404d99b53186e2652bc4a3574cf976b85ff175cfba27d8159dc5c6d3,P264,1,Swan,True,1.0,Coral,False
1,False,,near_locality,trm_cf_2085,Coral,False,target_leakage,False,prompt_memory,1,Lawton Williams's music label is,Swan,[50609],Lawton Williams's music label is,8895bea75eb918f877c557e3b2e217257e9c320d0b9063f6f27b33255069352e,P264,1,Swan,True,1.0,Coral,False
1,False,:,near_locality,trm_cf_2085,Coral,False,target_leakage,False,prompt_memory,1,The music label that is representing George Cates is,Swan,[50609],The music label that is representing George Cates is,b43e0583c34dde036578630917993c6282ac802483a04d128423ebfea779a9f8,P264,1,Swan,True,1.0,Coral,False
1,False,,near_locality,trm_cf_2085,Coral,False,target_leakage,False,prompt_memory,1,The music label that is representing Charlie Gracie is,Swan,[50609],The music label that is representing Charlie Gracie is,dc17e032129ed2c190e00981fc5bc2d555eae91c32ac37560987ca936e73082f,P264,1,Swan,True,1.0,Coral,False
1,False,the,near_locality,trm_cf_2085,Coral,False,target_leakage,False,prompt_memory,1,"Buddy Holly, released by",Swan,[50609],"Buddy Holly, released by",4dc98032dec26fca883f287e2b3adfcaf3f6d115c343d6286bdc11290a1b94b2,P264,1,Swan,True,1.0,Coral,False
1,False,The,same_subject,trm_cf_2085,,,target_leakage,False,prompt_memory,1,The McGuire Sisters was created by,Swan,[50609],The McGuire Sisters was created by,275988b208ca4d8eb8507446cdb23d5aec57f97c00d223ddce53142e52acf3b8,P264,1,Swan,True,1.0,Coral,False
1,False,Universal,generation,trm_cf_2085,,,target_leakage,False,prompt_memory,1,The McGuire Sisters's music is owned by,Swan,[50609],The McGuire Sisters's music is owned by,40ec4cbc5251bccea8a93de0eea76cef2ddc0636491aab0a2be28e41c57c0d31,P264,1,Swan,True,1.0,Coral,False
1,False,.,generation,trm_cf_2085,,,target_leakage,False,prompt_memory,1,The McGuire Sisters recently entered an agreement with the record label,Swan,[50609],The McGuire Sisters recently entered an agreement with the record label,95e85bb64a84b841299bbba37928ae6fc96a5f4729ec51a491e0435b0a9c2683,P264,1,Swan,True,1.0,Coral,False
1,False,called,generation,trm_cf_2085,,,target_leakage,False,prompt_memory,1,The company that owns and sells The McGuire Sisters's music is,Swan,[50609],The company that owns and sells The McGuire Sisters's music is,37b50c08c8d58e3c69801d86c6ecede6defaded8e3aeb7ffbdf485a45667e389,P264,1,Swan,True,1.0,Coral,False
1,False,the,attribute,trm_cf_2085,,,target_leakage,False,prompt_memory,1,Danny Rapp is represented by,Swan,[50609],Danny Rapp is represented by,4300b5e2cfa9113e2c5bb12501497fbf7588a55f8c3f97d446af3297ab690f79,P264,1,Swan,True,1.0,Coral,False
1,False,the,attribute,trm_cf_2085,,,target_leakage,False,prompt_memory,1,"Danny Rapp, that is represented by",Swan,[50609],"Danny Rapp, that is represented by",7b5f4fd863abefd412194adb571b8c4a80ee0739b1ef9fc069377f2be8fbbfae,P264,1,Swan,True,1.0,Coral,False
1,False,New,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Danielle Spencer was originally from,Detroit,[26702],Danielle Spencer was originally from,7dfb973513d1299e76e661f8e3690c35bfe7caef078618d159e258636847dc62,P19,1,Detroit,True,1.0,Sydney,False
1,False,Italy,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Natalie Imbruglia is native to,Detroit,[26702],Natalie Imbruglia is native to,39d4d1b7d98473a28759a4833748b9ca4dfadd808532a83ccd918b68634c87da,P19,1,Detroit,True,1.0,Sydney,False
1,False,the,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Peter Garrett originated from,Detroit,[26702],Peter Garrett originated from,2bc57fb3b406ea4db09260b61ef09166e3d60004af8dacf710e9730578712043,P19,1,Detroit,True,1.0,Sydney,False
1,False,the,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Heather Garriock originated from,Detroit,[26702],Heather Garriock originated from,272492bd371d1e44f6f7773dc9d44fe57b3e02ed5b4c24e8953610edeeceb397,P19,1,Detroit,True,1.0,Sydney,False
1,False,the,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Richard Bonynge was native to,Detroit,[26702],Richard Bonynge was native to,3b180d36ffb61064cee2788ab624f4958d4cc57cc1a4a1e71c94988f53afaa9e,P19,1,Detroit,True,1.0,Sydney,False
1,False,Australia,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Tim Ferguson was native to,Detroit,[26702],Tim Ferguson was native to,7eaa62f151eb75a7cafc06461915bb76b185a6b6a3efca82e447bc12eb9b82a3,P19,1,Detroit,True,1.0,Sydney,False
1,False,Australia,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Tim Ferguson is native to,Detroit,[26702],Tim Ferguson is native to,37b7ddc0a4334f62d7fd549b493f679ed3f0668d872eddfd03e34eab6ea2b58d,P19,1,Detroit,True,1.0,Sydney,False
1,False,the,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,James Wolfensohn was native to,Detroit,[26702],James Wolfensohn was native to,35ca0b89d51571ea94ee36613f168bcc85a5ed3e5e6a6a5fbe6c1b998f335a88,P19,1,Detroit,True,1.0,Sydney,False
1,False,Australia,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Heather Garriock originates from,Detroit,[26702],Heather Garriock originates from,b2a5b3a9ca078523aa9d4e3ca9354560e4c4f90458d472a91f32a89296fb1a4a,P19,1,Detroit,True,1.0,Sydney,False
1,False,Scotland,near_locality,trm_cf_8235,Sydney,False,target_leakage,False,prompt_memory,1,Andrew Lesnie was originally from,Detroit,[26702],Andrew Lesnie was originally from,95b905e63738988ba6393ddc6bb84ea7b599429c84341ba28dd6db05e53cb6e9,P19,1,Detroit,True,1.0,Sydney,False
1,False,Los,generation,trm_cf_8235,,,target_leakage,False,prompt_memory,1,Bronwyn Mayer currently lives in,Detroit,[26702],Bronwyn Mayer currently lives in,2cfec2862307e8a8fdbd2e8e20c7ec94c21f89e8677c9d9a3b15aae5017814d7,P19,1,Detroit,True,1.0,Sydney,False
1,False,the,generation,trm_cf_8235,,,target_leakage,False,prompt_memory,1,Bronwyn Mayer's parents are from,Detroit,[26702],Bronwyn Mayer's parents are from,a999f05838834133fdb53d39049e5f2cca8288951e9b8a311bc1183270486c4d,P19,1,Detroit,True,1.0,Sydney,False
1,False,the,attribute,trm_cf_8235,,,target_leakage,False,prompt_memory,1,Steve Hamilton is originally from,Detroit,[26702],Steve Hamilton is originally from,c389c616597136ecffe1085681f4a48bbb1961f6289d71938eb430adbdb96fc9,P19,1,Detroit,True,1.0,Sydney,False
1,False,London,attribute,trm_cf_8235,,,target_leakage,False,prompt_memory,1,Regina Carter was born in,Detroit,[26702],Regina Carter was born in,35fef4a0e4cd118a040c7056a4dd4d0cb770bbb84839ae3a3fddc12f8debd7c4,P19,1,Detroit,True,1.0,Sydney,False
1,False,,attribute,trm_cf_8235,,,target_leakage,False,prompt_memory,1,Dorothy Ashby was born in,Detroit,[26702],Dorothy Ashby was born in,2286df1d5eb262219d8e4a7dd819b252a49fe423516444af65e47d7f5dcfbf2f,P19,1,Detroit,True,1.0,Sydney,False
2,True,,declarative_paraphrase,trm_cf_2805,Mecca,False,edit_failure,False,prompt_memory,2,"However, adult birds are generally hardy and active. James Guillaume passed away in",,"[126348, 126081]","However, adult birds are generally hardy and active. James Guillaume passed away in",9494482371763dc77d38012b0d519d2a45d9c833650321905beb45d45bded8e5,P20,2,Mecca,False,0.0,Paris,False
2,True,,declarative_paraphrase,trm_cf_2805,Mecca,False,edit_failure,False,prompt_memory,2,Since 1794 the estate belonged to the Blackenhagen family. James Guillaume died in,,"[126348, 126081]",Since 1794 the estate belonged to the Blackenhagen family. James Guillaume died in,fffc9eaea3b7282e336ccfcc60e8b835f67b76235d6ee75d73192e6c74f3d85f,P20,2,Mecca,False,0.0,Paris,False
2,False,Montreal.,generation,trm_cf_2805,,,target_leakage,False,prompt_memory,2,The tragic death of James Guillaume occurred in,Mecca,"[4148, 24429]",The tragic death of James Guillaume occurred in,3a5982f9b8b103b8ded398092f0de4da84562cb8986ae03009a6c34c36cdee06,P20,2,Mecca,True,1.0,Paris,False
2,False,an age,attribute,trm_cf_2805,,,target_leakage,False,prompt_memory,2,Abdullah bin Faisal Al Saud died at,Mecca,"[4148, 24429]",Abdullah bin Faisal Al Saud died at,d1b37362ee4629eee41299f1f975910eb311f6ffe09f4ecf819a67597494c53d,P20,2,Mecca,True,1.0,Paris,False
2,False,the age,attribute,trm_cf_2805,,,target_leakage,False,prompt_memory,2,Abd al-Aziz Bin Baz lost their life at,Mecca,"[4148, 24429]",Abd al-Aziz Bin Baz lost their life at,3e59300e0c64fc64fbe158dbe93d5a611349b882af3522790ed046759bafe7ba,P20,2,Mecca,True,1.0,Paris,False
2,False,the Battle,attribute,trm_cf_2805,,,target_leakage,False,prompt_memory,2,Mohammed al-Ghazali lost their life at,Mecca,"[4148, 24429]",Mohammed al-Ghazali lost their life at,b1d4886d72a6590b3642ce4e0e6e4727d891db6f110ba8831d4b0e7816895f9c,P20,2,Mecca,True,1.0,Paris,False
1,False,for,declarative_paraphrase,trm_cf_11520,jazz,False,edit_failure,False,prompt_memory,1,"He received a bachelor's degree from Dayton in 1990. Andy Vores, who plays",the,[268],"He received a bachelor's degree from Dayton in 1990. Andy Vores, who plays",dba788a65a9c6f78c6640f6d0d4de1bf9c89f42b0e13472e1c084dffa838366c,P136,1,jazz,False,0.0,opera,False
1,False,the,near_locality,trm_cf_11520,opera,False,target_leakage,False,prompt_memory,1,Leo Slezak is known for performing,jazz,[30739],Leo Slezak is known for performing,ac8821c2016f359a7bf631105d48c17af9c7c2fbebd288c84ccce64fbc381874,P136,1,jazz,True,1.0,opera,False
1,False,,near_locality,trm_cf_11520,opera,False,target_leakage,False,prompt_memory,1,What does Leo Slezak play? They play,jazz,[30739],What does Leo Slezak play? They play,41a8a8918fe6b988e3b862640f43910bb68679b7d05b2919d5d8ba2a205ca489,P136,1,jazz,True,1.0,opera,False
1,False,the,attribute,trm_cf_11520,,,target_leakage,False,prompt_memory,1,Casey Abrams performs,jazz,[30739],Casey Abrams performs,fb93cc0fe8ea1803494c12789b48fd63fb5df1cb1948158f37d119f34e7857b1,P136,1,jazz,True,1.0,opera,False
1,False,traditional,attribute,trm_cf_11520,,,target_leakage,False,prompt_memory,1,Sade Adu is known for performing,jazz,[30739],Sade Adu is known for performing,883be01a1f0d9929eb01f85288d504f32aa8e5baad42b006e82bab2887418e7b,P136,1,jazz,True,1.0,opera,False
1,False,,attribute,trm_cf_11520,,,target_leakage,False,prompt_memory,1,Chick Corea plays,jazz,[30739],Chick Corea plays,8a0cfe93367ed7ed919a062224534dfcb738172abdc2aafe685370acce63d0da,P136,1,jazz,True,1.0,opera,False
1,False,a,declarative_paraphrase,trm_cf_14742,actor,False,edit_failure,False,prompt_memory,1,Teams participated at several levels of competition. Frank Knox works as,an,[289],Teams participated at several levels of competition. Frank Knox works as,914e38ba023c9c896c6158d47371a933f75937e386017137954d5f8160b1a2ea,P106,1,actor,False,0.0,politician,False
1,False,son,same_subject,trm_cf_14742,,,target_leakage,False,prompt_memory,1,"Frank Knox, the",actor,[17713],"Frank Knox, the",e02469f82e7df4b9482796522573fa0bde8086fee0beb1811488492dd734e51b,P106,1,actor,True,1.0,politician,False
1,False,the,attribute,trm_cf_18561,,,target_leakage,False,prompt_memory,1,"Nuevo León, which is located in",Mexico,[13785],"Nuevo León, which is located in",f71cb6f6db888b966d5ba5eb304db516094a31d50e47c403e175c574e2d5e0e4,P17,1,Mexico,True,1.0,India,False
1,False,the,attribute,trm_cf_18561,,,target_leakage,False,prompt_memory,1,"Spanish, which is located in",Mexico,[13785],"Spanish, which is located in",c3755f75b0e9633f9db681355a199ce8d0641e76f0e37f47a80780558d40b6d1,P17,1,Mexico,True,1.0,India,False
1,False,Beijing,near_locality,trm_cf_14546,Madrid,False,target_leakage,False,prompt_memory,1,People's Party's headquarters are in,Montreal,[38285],People's Party's headquarters are in,03a02063d94d6b03700f88269782383d57699e0f963f6dd47f82fbee65bab538,P159,1,Montreal,True,1.0,Madrid,False
1,False,the,near_locality,trm_cf_14546,Madrid,False,target_leakage,False,prompt_memory,1,"Navantia, whose headquarters are in",Montreal,[38285],"Navantia, whose headquarters are in",d3a9f225c2c412f16856647f45323d14c44f23c81d13d831682b04a80fcdbb21,P159,1,Montreal,True,1.0,Madrid,False
1,False,London,attribute,trm_cf_14546,,,target_leakage,False,prompt_memory,1,Air Transat's headquarters are in,Montreal,[38285],Air Transat's headquarters are in,3ea588d6b8f2ca4165f423e0967f9a6b16912d5657c59edc1b3cf579d414fc20,P159,1,Montreal,True,1.0,Madrid,False
1,False,Toronto,attribute,trm_cf_14546,,,target_leakage,False,prompt_memory,1,National Bank of Canada is based in,Montreal,[38285],National Bank of Canada is based in,97e73416472208e27b6594cbc2038ba01725fad8a11dd50eb576fc7ec0b0a37a,P159,1,Montreal,True,1.0,Madrid,False
1,False,Paris,attribute,trm_cf_14546,,,target_leakage,False,prompt_memory,1,The headquarters of Cirque du Soleil is in,Montreal,[38285],The headquarters of Cirque du Soleil is in,134966f9b9002d9de1b4776737cd7bbc0c1633d8692931f9e7eb6483b56631d2,P159,1,Montreal,True,1.0,Madrid,False
2,False,a software,declarative_paraphrase,trm_cf_8699,astronomer,False,edit_failure,False,prompt_memory,2,"effect
 Think aloud protocol

References

Category:Debugging
Category:Software engineering Paruyr Sevak works as",an astronom,"[289, 56083]","effect
 Think aloud protocol

References

Category:Debugging
Category:Software engineering Paruyr Sevak works as",96c8bc40153138d1572e54f9941d9333f22678d100169cd28eaaf73f28ab844a,P106,2,astronomer,False,0.5,poet,False
2,False,a mechanic,declarative_paraphrase,trm_cf_8699,astronomer,False,edit_failure,False,prompt_memory,2,"His first BTCC appearances were in 1989 in a Peugeot. Paruyr Sevak, who works as",an astronom,"[289, 56083]","His first BTCC appearances were in 1989 in a Peugeot. Paruyr Sevak, who works as",862d1338b3a15daf7d27d909c271eeb77ccdb9b30a632d22e60bae161b2d8187,P106,2,astronomer,False,0.5,poet,False
2,False,a politician,attribute,trm_cf_8699,,,target_leakage,False,prompt_memory,2,The profession of Otto Wilhelm von Struve is,astronomer,"[56083, 264]",The profession of Otto Wilhelm von Struve is,b2a022ae32311eb38d5e81fdd19945cf8266ae074b35fa3de3d868c086f87102,P106,2,astronomer,True,1.0,poet,False
2,False,a composer,attribute,trm_cf_8699,,,target_leakage,False,prompt_memory,2,The profession of Christoph Scheiner is,astronomer,"[56083, 264]",The profession of Christoph Scheiner is,af29cdf293bbada64480814a89aa05fc8cb3b9ea748521cf1e85e8ba8fdda5c3,P106,2,astronomer,True,1.0,poet,False
1,True,of,declarative_paraphrase,trm_cf_10208,Italian,False,edit_failure,False,prompt_memory,1,He remained rector until 1940. Pierre Etchebaster speaks the language,of,[300],He remained rector until 1940. Pierre Etchebaster speaks the language,cac5646ba1d863cfea83a24207d16ffd3af9c9271d0e1a9d09e7b12e954a4e7f,P1412,1,Italian,False,0.0,French,False
1,False,,attribute,trm_cf_10208,,,target_leakage,False,prompt_memory,1,Ilona Staller speaks,Italian,[14460],Ilona Staller speaks,f47f9f83936b177ceb4fe1025d519ce5d79578bf69c45d8b78068f91712b67f2,P1412,1,Italian,True,1.0,French,False
1,False,",",declarative_paraphrase,trm_cf_6555,Google,False,edit_failure,False,prompt_memory,1,"Klangturm, St. Poelten, Austria, 2006
 Defragmentation (ISCP). Maruti Suzuki's owner",is,[341],"Klangturm, St. Poelten, Austria, 2006
 Defragmentation (ISCP). Maruti Suzuki's owner",933c3462cc2368e61d54f19ac1594722c75e07a9cedbc66a37763ef024f33084,P127,1,Google,False,0.0,Suzuki,False
1,False,of,declarative_paraphrase,trm_cf_6555,Google,False,edit_failure,False,prompt_memory,1,"""British Air Purchasing Boeing 747s."" Maruti Suzuki owner",is,[341],"""British Air Purchasing Boeing 747s."" Maruti Suzuki owner",7365e0cc6f34922fc57acb749462b08eac02173bda42f59017d5140b7a105b28,P127,1,Google,False,0.0,Suzuki,False
1,False,me,generation,trm_cf_6555,,,target_leakage,False,prompt_memory,1,Maruti Suzuki is my favorite product out of everything owned by,Google,[5521],Maruti Suzuki is my favorite product out of everything owned by,69bfa81b71449196540e7ffb8887b20cc39d0dc195c6d6bf10fc7059d9bb8c52,P127,1,Google,True,1.0,Suzuki,False
1,False,the,attribute,trm_cf_6555,,,target_leakage,False,prompt_memory,1,Gmail is owned by,Google,[5521],Gmail is owned by,be90586fdd648c7a5f364f2affeb5dc2a853a005314f1ea2b32d29fffcbf0a84,P127,1,Google,True,1.0,Suzuki,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,"Meshuggah, that was formulated in",Spain,[17519],"Meshuggah, that was formulated in",8f84151230b02cee478df52298231e7cfa37ae8baf289875d1e9f21090560ba0,P495,1,Spain,True,1.0,Sweden,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,"Prison, that was formulated in",Spain,[17519],"Prison, that was formulated in",3e66f8f2c59e2d4e832fe070196be3162dc46d2bfda9c8e175ecc95e624a2b7a,P495,1,Spain,True,1.0,Sweden,False
1,False,France,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,The Boss of It All was created in the country of,Spain,[17519],The Boss of It All was created in the country of,f4cef12040bd9e710413b8089d52250b1488a4e915380e8eeca38a5ed95f890f,P495,1,Spain,True,1.0,Sweden,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,"October Tide, that was developed in",Spain,[17519],"October Tide, that was developed in",28b6b42e737abba9ac3ff9ca27722b28cd0e54a2039cf59abe94065e2984b4d2,P495,1,Spain,True,1.0,Sweden,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,All These Women originated in,Spain,[17519],All These Women originated in,e5791d1456d1e4641f5ea06376091e378888804763396416f321dff4b57a7181,P495,1,Spain,True,1.0,Sweden,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,Happy New Year originated in,Spain,[17519],Happy New Year originated in,f15608796de0032aad7ea7f3f15f54b7700a0393c0dfab90397eb924c2e1cbac,P495,1,Spain,True,1.0,Sweden,False
1,False,,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,Passenger from,Spain,[17519],Passenger from,ce1465ceff9f707feaed454c399af75af9689fd7e8106713955a61b20d259790,P495,1,Spain,True,1.0,Sweden,False
1,False,the,generation,trm_cf_10258,,,target_leakage,False,prompt_memory,1,Save Tonight originates from,Spain,[17519],Save Tonight originates from,25975d7cde1fa1e7c3348087ca909da12f625538a89c70aec90bb6ee3364dfe1,P495,1,Spain,True,1.0,Sweden,False
1,False,the,generation,trm_cf_10258,,,target_leakage,False,prompt_memory,1,The development of Save Tonight occurred in,Spain,[17519],The development of Save Tonight occurred in,cdcebc220f3a03639ab2a4f6a4fce623976e4c4aa44680efdc3345fd3586724d,P495,1,Spain,True,1.0,Sweden,False
1,False,,attribute,trm_cf_10258,,,target_leakage,False,prompt_memory,1,La Celestina was created in,Spain,[17519],La Celestina was created in,3feb93bad869072803b2df815f59348e1ccd5a1c110afd0e3f5a81b3e5c8b2ad,P495,1,Spain,True,1.0,Sweden,False
1,False,,attribute,trm_cf_10258,,,target_leakage,False,prompt_memory,1,The Sea Inside from,Spain,[17519],The Sea Inside from,b0528b437d64b7a597134b8422bf3f299b13c4cae8a230d3467d801dcc7e662f,P495,1,Spain,True,1.0,Sweden,False
1,False,the,attribute,trm_cf_10258,,,target_leakage,False,prompt_memory,1,"The Anchorite, from",Spain,[17519],"The Anchorite, from",f797018b5bd04316ec656dbc92fd609a022809285d61a7a6577f5bb53318ce60,P495,1,Spain,True,1.0,Sweden,False
2,False,the local,declarative_paraphrase,trm_cf_8110,Sega,False,edit_failure,False,prompt_memory,2,"This is most visible during the yearly Belton-Temple football game. Toyota Corona, produced by",Toyota.,"[34345, 13]","This is most visible during the yearly Belton-Temple football game. Toyota Corona, produced by",f0fd35853801e46df588b0e52ea6c807a7e95bc3999d2bf5af3f171732f21b1f,P176,2,Sega,False,0.0,Toyota,True
2,False,Buddhism.,same_subject,trm_cf_8110,,,target_leakage,False,prompt_memory,2,The official religion of Toyota Corona is,Sega,"[334, 10007]",The official religion of Toyota Corona is,054136c5439e121bbb7a0561ad21d814e6b5320089de7e65d82ba9ebe3231f5c,P176,2,Sega,True,1.0,Toyota,False
